dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1754100000,2025-08-02 02:00:00,3.0,72.41,0.0,0.08,48.58,0.36,17.85,67.96,0.0
1754103600,2025-08-02 03:00:00,3.0,71.8,0.0,0.08,48.73,0.36,17.94,67.19,0.0
1754107200,2025-08-02 04:00:00,3.0,71.17,0.01,0.07,48.62,0.36,17.73,64.45,0.0
1754110800,2025-08-02 05:00:00,3.0,70.88,0.01,0.06,48.25,0.36,17.47,61.7,0.0
1754114400,2025-08-02 06:00:00,3.0,70.64,0.01,0.05,47.7,0.36,17.23,60.09,0.0
1754118000,2025-08-02 07:00:00,3.0,70.59,0.01,0.05,46.93,0.36,17.01,58.17,0.0
1754121600,2025-08-02 08:00:00,3.0,70.37,0.01,0.05,46.07,0.35,16.85,56.83,0.0
1754125200,2025-08-02 09:00:00,3.0,70.23,0.01,0.04,45.22,0.34,16.79,57.39,0.0
1754128800,2025-08-02 10:00:00,3.0,70.49,0.01,0.04,44.57,0.34,16.94,61.03,0.0
1754132400,2025-08-02 11:00:00,3.0,70.98,0.01,0.04,44.19,0.34,16.85,64.84,0.0
1754136000,2025-08-02 12:00:00,3.0,71.83,0.01,0.05,44.18,0.33,16.63,66.38,0.0
1754139600,2025-08-02 13:00:00,3.0,72.93,0.0,0.05,44.37,0.32,16.23,63.4,0.0
1754143200,2025-08-02 14:00:00,3.0,74.38,0.0,0.06,44.75,0.31,15.99,59.9,0.0
1754146800,2025-08-02 15:00:00,3.0,75.95,0.0,0.07,45.02,0.3,16.02,58.8,0.0
1754150400,2025-08-02 16:00:00,3.0,77.17,0.0,0.07,45.14,0.31,16.55,61.7,0.0
1754154000,2025-08-02 17:00:00,3.0,77.77,0.0,0.08,45.06,0.32,17.7,67.91,0.0
1754157600,2025-08-02 18:00:00,3.0,77.3,0.0,0.08,44.9,0.34,19.13,74.6,0.0
1754161200,2025-08-02 19:00:00,3.0,76.05,0.0,0.08,44.66,0.34,20.13,77.63,0.0
1754164800,2025-08-02 20:00:00,3.0,74.71,0.0,0.08,44.56,0.34,20.64,78.27,0.0
1754168400,2025-08-02 21:00:00,3.0,73.44,0.0,0.08,44.63,0.33,20.7,78.08,0.0
1754172000,2025-08-02 22:00:00,3.0,72.48,0.0,0.08,44.84,0.32,20.23,74.42,0.0
1754175600,2025-08-02 23:00:00,3.0,72.34,0.0,0.08,45.3,0.31,19.36,68.04,0.0
1754179200,2025-08-03 00:00:00,3.0,72.61,0.0,0.08,45.98,0.3,18.69,62.79,0.0
1754182800,2025-08-03 01:00:00,3.0,73.07,0.0,0.08,46.61,0.29,18.48,62.12,0.0
1754186400,2025-08-03 02:00:00,3.0,73.74,0.0,0.08,47.27,0.29,18.73,65.33,0.0
1754190000,2025-08-03 03:00:00,3.0,74.46,0.0,0.08,48.01,0.29,19.06,68.92,0.0
1754193600,2025-08-03 04:00:00,3.0,74.87,0.0,0.07,48.68,0.29,19.23,71.52,0.0
1754197200,2025-08-03 05:00:00,3.0,74.22,0.01,0.06,48.56,0.3,19.53,75.45,0.0
1754200800,2025-08-03 06:00:00,3.0,73.46,0.01,0.05,48.12,0.31,19.51,77.94,0.0
1754204400,2025-08-03 07:00:00,3.0,72.99,0.01,0.05,47.45,0.31,19.13,79.16,0.0
1754208000,2025-08-03 08:00:00,3.0,72.77,0.01,0.04,46.72,0.3,18.35,78.59,0.0
1754211600,2025-08-03 09:00:00,3.0,72.75,0.01,0.04,46.1,0.29,17.4,76.35,0.0
1754215200,2025-08-03 10:00:00,3.0,72.88,0.01,0.05,45.68,0.29,16.53,73.44,0.0
1754218800,2025-08-03 11:00:00,3.0,72.37,0.01,0.05,45.07,0.29,15.88,70.67,0.0
1754222400,2025-08-03 12:00:00,3.0,71.28,0.01,0.05,44.26,0.3,15.48,68.1,0.0
1754226000,2025-08-03 13:00:00,3.0,70.74,0.01,0.06,43.72,0.3,15.11,64.09,0.0
1754229600,2025-08-03 14:00:00,3.0,71.37,0.0,0.08,43.59,0.29,14.68,59.39,0.0
1754233200,2025-08-03 15:00:00,3.0,73.01,0.0,0.08,43.85,0.29,14.35,56.03,0.0
1754236800,2025-08-03 16:00:00,3.0,75.59,0.0,0.08,44.42,0.28,13.9,52.7,0.0
1754240400,2025-08-03 17:00:00,2.0,78.8,0.0,0.08,45.26,0.28,13.47,49.97,0.0
1754244000,2025-08-03 18:00:00,2.0,81.1,0.0,0.08,45.98,0.28,13.35,48.4,0.0
1754247600,2025-08-03 19:00:00,2.0,81.73,0.0,0.08,46.29,0.28,13.47,47.55,0.0
1754251200,2025-08-03 20:00:00,2.0,81.59,0.0,0.08,46.42,0.28,13.85,48.46,0.0
1754254800,2025-08-03 21:00:00,2.0,80.7,0.0,0.08,46.5,0.28,14.18,49.74,0.0
1754258400,2025-08-03 22:00:00,3.0,79.4,0.0,0.08,46.66,0.28,14.21,50.48,0.0
1754262000,2025-08-03 23:00:00,3.0,78.06,0.0,0.08,47.08,0.27,13.96,50.84,0.0
1754265600,2025-08-04 00:00:00,3.0,76.89,0.0,0.07,47.63,0.28,13.71,51.62,0.0
1754269200,2025-08-04 01:00:00,3.0,75.91,0.0,0.07,48.24,0.28,13.38,50.22,0.0
1754272800,2025-08-04 02:00:00,2.0,74.98,0.0,0.08,48.8,0.27,13.05,48.44,0.0
1754276400,2025-08-04 03:00:00,2.0,74.41,0.0,0.08,49.36,0.27,12.67,46.9,0.0
1754280000,2025-08-04 04:00:00,2.0,74.15,0.01,0.06,49.82,0.27,12.22,46.47,0.0
1754283600,2025-08-04 05:00:00,2.0,74.14,0.01,0.05,50.13,0.26,11.78,46.31,0.0
1754287200,2025-08-04 06:00:00,2.0,74.22,0.01,0.04,49.99,0.26,11.43,45.71,0.0
1754290800,2025-08-04 07:00:00,2.0,74.23,0.01,0.04,49.31,0.25,11.21,45.05,0.0
1754294400,2025-08-04 08:00:00,2.0,74.21,0.01,0.03,48.25,0.25,11.22,44.97,0.0
1754298000,2025-08-04 09:00:00,2.0,74.14,0.01,0.03,47.1,0.25,11.27,44.92,0.0
1754301600,2025-08-04 10:00:00,2.0,74.16,0.01,0.03,46.17,0.25,11.24,44.07,0.0
1754305200,2025-08-04 11:00:00,2.0,74.22,0.0,0.04,45.52,0.25,10.9,42.54,0.0
1754308800,2025-08-04 12:00:00,2.0,74.02,0.0,0.04,45.17,0.25,10.41,41.17,0.0
1754312400,2025-08-04 13:00:00,2.0,73.74,0.0,0.05,45.03,0.26,9.99,39.48,0.0
1754316000,2025-08-04 14:00:00,2.0,73.52,0.0,0.06,44.89,0.27,9.82,37.57,0.0
1754319600,2025-08-04 15:00:00,2.0,73.62,0.0,0.07,44.82,0.28,9.97,37.11,0.0
1754323200,2025-08-04 16:00:00,2.0,74.36,0.0,0.07,44.76,0.28,10.27,37.11,0.0
1754326800,2025-08-04 17:00:00,2.0,75.85,0.0,0.07,44.73,0.29,10.66,37.89,0.0
1754330400,2025-08-04 18:00:00,2.0,77.0,0.0,0.07,44.66,0.3,11.23,40.22,0.0
1754334000,2025-08-04 19:00:00,2.0,77.45,0.0,0.07,44.39,0.31,11.91,42.91,0.0
1754337600,2025-08-04 20:00:00,2.0,77.53,0.0,0.07,44.09,0.32,12.63,45.82,0.0
1754341200,2025-08-04 21:00:00,2.0,77.09,0.0,0.08,43.72,0.32,13.21,49.19,0.0
1754344800,2025-08-04 22:00:00,3.0,76.64,0.0,0.08,43.39,0.32,13.52,52.21,0.0
1754348400,2025-08-04 23:00:00,3.0,76.41,0.0,0.08,43.11,0.32,13.35,52.49,0.0
1754352000,2025-08-05 00:00:00,3.0,76.11,0.0,0.08,42.93,0.31,12.87,50.89,0.0
1754355600,2025-08-05 01:00:00,3.0,75.7,0.0,0.08,42.87,0.31,12.42,50.2,0.0
1754359200,2025-08-05 02:00:00,2.0,75.34,0.0,0.08,43.01,0.31,12.12,49.65,0.0
1754362800,2025-08-05 03:00:00,2.0,75.36,0.0,0.08,43.39,0.31,11.85,47.89,0.0
1754366400,2025-08-05 04:00:00,2.0,75.67,0.0,0.08,43.88,0.3,11.66,46.32,0.0
1754370000,2025-08-05 05:00:00,2.0,76.04,0.01,0.07,44.35,0.31,11.81,46.82,0.0
1754373600,2025-08-05 06:00:00,2.0,76.52,0.01,0.06,44.69,0.31,11.86,47.0,0.0
1754377200,2025-08-05 07:00:00,2.0,76.76,0.01,0.05,44.87,0.32,11.74,46.49,0.0
1754380800,2025-08-05 08:00:00,2.0,76.93,0.01,0.05,44.97,0.31,11.49,45.48,0.0
1754384400,2025-08-05 09:00:00,2.0,76.8,0.01,0.05,44.9,0.31,11.23,44.7,0.0
1754388000,2025-08-05 10:00:00,2.0,76.69,0.0,0.05,44.71,0.31,10.95,44.54,0.0
1754391600,2025-08-05 11:00:00,2.0,77.06,0.0,0.06,44.39,0.31,10.5,44.2,0.0
1754395200,2025-08-05 12:00:00,2.0,77.63,0.0,0.06,43.94,0.31,10.21,44.55,0.0
1754398800,2025-08-05 13:00:00,2.0,78.62,0.0,0.07,43.5,0.3,10.13,42.87,0.0
1754402400,2025-08-05 14:00:00,2.0,79.53,0.0,0.08,43.13,0.3,10.26,40.95,0.0
1754406000,2025-08-05 15:00:00,2.0,80.05,0.0,0.08,42.96,0.3,10.64,41.22,0.0
1754409600,2025-08-05 16:00:00,2.0,80.44,0.0,0.08,42.92,0.31,11.09,44.47,0.0
1754413200,2025-08-05 17:00:00,2.0,81.24,0.0,0.08,42.92,0.32,11.44,48.09,0.0
1754416800,2025-08-05 18:00:00,3.0,82.16,0.0,0.08,42.86,0.33,11.72,50.02,0.0
1754420400,2025-08-05 19:00:00,3.0,82.79,0.0,0.08,42.67,0.33,11.97,50.03,0.0
1754424000,2025-08-05 20:00:00,2.0,83.1,0.0,0.08,42.44,0.32,12.24,49.43,0.0
1754427600,2025-08-05 21:00:00,2.0,82.8,0.0,0.08,42.32,0.32,12.57,49.92,0.0
1754431200,2025-08-05 22:00:00,3.0,82.34,0.0,0.08,42.23,0.32,12.9,50.84,0.0
1754434800,2025-08-05 23:00:00,3.0,81.67,0.0,0.08,42.19,0.32,13.36,55.41,0.0
1754438400,2025-08-06 00:00:00,3.0,81.16,0.0,0.08,42.22,0.32,13.74,59.63,0.0
1754442000,2025-08-06 01:00:00,3.0,81.22,0.0,0.08,42.36,0.31,13.83,60.66,0.0
1754445600,2025-08-06 02:00:00,3.0,81.56,0.0,0.08,42.67,0.3,13.56,58.45,0.0
1754449200,2025-08-06 03:00:00,3.0,82.25,0.0,0.08,43.03,0.29,13.07,55.35,0.0
1754452800,2025-08-06 04:00:00,3.0,83.02,0.01,0.06,43.45,0.28,12.55,53.89,0.0
1754456400,2025-08-06 05:00:00,3.0,83.37,0.01,0.05,43.54,0.28,12.15,53.38,0.0
1754460000,2025-08-06 06:00:00,3.0,83.36,0.01,0.04,43.27,0.28,11.78,52.45,0.0
1754463600,2025-08-06 07:00:00,2.0,83.19,0.01,0.04,42.73,0.28,11.33,49.07,0.0
1754467200,2025-08-06 08:00:00,2.0,82.97,0.01,0.04,42.07,0.27,10.78,44.28,0.0
1754470800,2025-08-06 09:00:00,2.0,83.07,0.01,0.04,41.54,0.26,10.31,40.05,0.0
1754474400,2025-08-06 10:00:00,2.0,83.48,0.01,0.04,41.29,0.26,10.09,37.3,0.0
1754478000,2025-08-06 11:00:00,2.0,83.71,0.01,0.04,41.1,0.26,10.14,35.84,0.0
1754481600,2025-08-06 12:00:00,2.0,84.23,0.01,0.05,41.18,0.26,10.25,34.89,0.0
1754485200,2025-08-06 13:00:00,2.0,84.94,0.0,0.05,41.33,0.26,10.33,34.5,0.0
1754488800,2025-08-06 14:00:00,2.0,85.88,0.0,0.07,41.49,0.26,10.41,34.95,0.0
1754492400,2025-08-06 15:00:00,2.0,86.87,0.0,0.07,41.55,0.26,10.51,36.01,0.0
1754496000,2025-08-06 16:00:00,2.0,87.78,0.0,0.07,41.55,0.27,10.52,37.27,0.0
1754499600,2025-08-06 17:00:00,2.0,88.96,0.0,0.07,41.59,0.27,10.53,38.13,0.0
1754503200,2025-08-06 18:00:00,2.0,90.05,0.0,0.07,41.71,0.27,10.65,38.41,0.0
1754506800,2025-08-06 19:00:00,2.0,90.94,0.0,0.07,41.86,0.27,10.74,37.94,0.0
1754510400,2025-08-06 20:00:00,2.0,92.07,0.0,0.07,42.17,0.27,10.83,37.7,0.0
1754514000,2025-08-06 21:00:00,2.0,92.91,0.0,0.07,42.46,0.27,11.01,38.24,0.0
1754517600,2025-08-06 22:00:00,2.0,93.44,0.0,0.07,42.78,0.26,11.3,38.74,0.0
1754521200,2025-08-06 23:00:00,2.0,93.53,0.0,0.07,43.0,0.26,11.72,39.31,0.0
1754524800,2025-08-07 00:00:00,2.0,93.31,0.0,0.07,43.11,0.26,12.29,41.41,0.0
1754528400,2025-08-07 01:00:00,2.0,92.99,0.0,0.08,43.27,0.26,13.03,45.56,0.0
1754532000,2025-08-07 02:00:00,3.0,92.51,0.0,0.08,43.43,0.27,13.87,50.67,0.0
1754535600,2025-08-07 03:00:00,3.0,92.66,0.0,0.08,43.89,0.27,14.41,54.63,0.0
1754539200,2025-08-07 04:00:00,3.0,92.98,0.01,0.06,44.38,0.27,14.79,58.48,0.0
1754542800,2025-08-07 05:00:00,3.0,92.32,0.01,0.05,44.31,0.28,15.44,63.37,0.0
1754546400,2025-08-07 06:00:00,3.0,91.05,0.01,0.04,43.77,0.3,15.99,67.22,0.0
1754550000,2025-08-07 07:00:00,3.0,89.76,0.01,0.04,42.87,0.3,16.21,69.43,0.0
1754553600,2025-08-07 08:00:00,3.0,88.54,0.01,0.04,41.96,0.31,16.03,69.97,0.0
1754557200,2025-08-07 09:00:00,3.0,87.73,0.01,0.04,41.24,0.3,15.6,69.5,0.0
1754560800,2025-08-07 10:00:00,3.0,87.51,0.01,0.04,40.9,0.29,14.89,67.27,0.0
1754564400,2025-08-07 11:00:00,3.0,88.3,0.01,0.04,40.99,0.28,13.71,62.07,0.0
1754568000,2025-08-07 12:00:00,3.0,89.11,0.01,0.04,41.25,0.26,12.52,56.53,0.0
1754571600,2025-08-07 13:00:00,3.0,90.28,0.01,0.05,41.73,0.25,11.48,50.81,0.0
1754575200,2025-08-07 14:00:00,2.0,91.33,0.0,0.06,42.2,0.24,10.72,45.99,0.0
1754578800,2025-08-07 15:00:00,2.0,91.8,0.0,0.07,42.61,0.23,10.37,43.15,0.0
1754582400,2025-08-07 16:00:00,2.0,91.42,0.0,0.07,42.81,0.23,10.13,40.93,0.0
1754586000,2025-08-07 17:00:00,2.0,90.94,0.0,0.07,42.91,0.23,9.93,38.92,0.0
1754589600,2025-08-07 18:00:00,2.0,90.43,0.0,0.07,42.89,0.23,9.72,37.14,0.0
1754593200,2025-08-07 19:00:00,2.0,89.69,0.0,0.06,42.69,0.23,9.5,35.79,0.0
1754596800,2025-08-07 20:00:00,2.0,89.0,0.0,0.06,42.57,0.23,9.42,35.19,0.0
1754600400,2025-08-07 21:00:00,2.0,88.25,0.0,0.06,42.38,0.24,9.48,35.24,0.0
1754604000,2025-08-07 22:00:00,2.0,87.76,0.0,0.06,42.28,0.24,9.55,34.18,0.0
1754607600,2025-08-07 23:00:00,2.0,87.54,0.0,0.06,42.22,0.23,9.52,32.69,0.0
1754611200,2025-08-08 00:00:00,2.0,88.07,0.0,0.06,42.26,0.22,9.49,31.72,0.0
1754614800,2025-08-08 01:00:00,2.0,88.92,0.0,0.06,42.4,0.22,9.57,31.72,0.0
1754618400,2025-08-08 02:00:00,2.0,90.03,0.0,0.07,42.6,0.22,9.8,32.84,0.0
1754622000,2025-08-08 03:00:00,2.0,91.22,0.0,0.06,42.88,0.22,10.15,34.66,0.0
1754625600,2025-08-08 04:00:00,2.0,91.78,0.01,0.05,43.04,0.22,10.58,36.84,0.0
1754629200,2025-08-08 05:00:00,2.0,91.71,0.01,0.04,42.98,0.22,11.12,39.95,0.0
1754632800,2025-08-08 06:00:00,2.0,90.71,0.01,0.04,42.55,0.22,11.71,43.9,0.0
1754636400,2025-08-08 07:00:00,2.0,89.29,0.01,0.03,41.75,0.23,12.28,48.73,0.0
1754640000,2025-08-08 08:00:00,3.0,87.28,0.01,0.03,40.71,0.23,12.93,53.87,0.0
1754643600,2025-08-08 09:00:00,3.0,84.77,0.01,0.03,39.61,0.24,13.37,57.33,0.0
1754647200,2025-08-08 10:00:00,3.0,82.64,0.01,0.03,38.59,0.25,13.45,59.0,0.0
1754650800,2025-08-08 11:00:00,3.0,80.57,0.01,0.03,37.89,0.26,13.09,59.13,0.0
1754654400,2025-08-08 12:00:00,3.0,79.12,0.01,0.04,37.53,0.27,12.49,58.41,0.0
1754658000,2025-08-08 13:00:00,3.0,77.79,0.01,0.05,37.59,0.28,11.89,57.19,0.0
1754661600,2025-08-08 14:00:00,3.0,76.68,0.0,0.06,37.77,0.29,11.41,55.74,0.0
1754665200,2025-08-08 15:00:00,3.0,75.62,0.0,0.07,38.03,0.3,11.12,54.14,0.0
1754668800,2025-08-08 16:00:00,3.0,74.97,0.0,0.07,38.37,0.3,10.71,50.16,0.0
1754672400,2025-08-08 17:00:00,2.0,75.48,0.0,0.07,38.84,0.29,10.01,44.02,0.0
1754676000,2025-08-08 18:00:00,2.0,76.25,0.0,0.07,39.24,0.28,9.4,39.23,0.0
1754679600,2025-08-08 19:00:00,2.0,76.57,0.0,0.07,39.41,0.27,9.0,35.45,0.0
1754683200,2025-08-08 20:00:00,2.0,76.96,0.0,0.07,39.56,0.27,8.88,34.38,0.0
1754686800,2025-08-08 21:00:00,2.0,77.41,0.0,0.06,39.64,0.27,8.97,35.12,0.0
1754690400,2025-08-08 22:00:00,2.0,78.08,0.0,0.06,39.71,0.28,9.1,36.11,0.0
1754694000,2025-08-08 23:00:00,2.0,79.12,0.0,0.06,39.83,0.27,9.07,35.79,0.0
1754697600,2025-08-09 00:00:00,2.0,80.35,0.0,0.06,40.04,0.26,8.92,34.44,0.0
1754701200,2025-08-09 01:00:00,2.0,81.27,0.0,0.06,40.18,0.25,8.82,33.94,0.0
1754704800,2025-08-09 02:00:00,2.0,81.44,0.0,0.06,40.28,0.25,8.88,34.16,0.0
1754708400,2025-08-09 03:00:00,2.0,81.39,0.0,0.06,40.42,0.24,9.0,34.5,0.0
1754712000,2025-08-09 04:00:00,2.0,81.3,0.0,0.06,40.62,0.24,9.16,35.15,0.0
1754715600,2025-08-09 05:00:00,2.0,80.39,0.0,0.05,40.76,0.24,9.62,37.52,0.0
1754719200,2025-08-09 06:00:00,2.0,79.27,0.01,0.04,40.79,0.24,10.35,41.4,0.0
1754722800,2025-08-09 07:00:00,2.0,78.34,0.01,0.04,40.77,0.25,11.09,45.61,0.0
1754726400,2025-08-09 08:00:00,2.0,77.68,0.01,0.04,40.68,0.25,11.71,49.46,0.0
1754730000,2025-08-09 09:00:00,3.0,77.65,0.01,0.04,40.66,0.25,12.03,52.17,0.0
1754733600,2025-08-09 10:00:00,3.0,77.93,0.01,0.04,40.62,0.26,12.1,54.09,0.0
1754737200,2025-08-09 11:00:00,3.0,77.34,0.0,0.04,40.19,0.26,12.21,56.38,0.0
1754740800,2025-08-09 12:00:00,3.0,76.14,0.0,0.05,39.43,0.28,12.45,59.05,0.0
1754744400,2025-08-09 13:00:00,3.0,74.57,0.0,0.06,38.65,0.29,12.72,61.52,0.0
1754748000,2025-08-09 14:00:00,3.0,72.9,0.0,0.06,37.95,0.3,12.83,62.9,0.0
1754751600,2025-08-09 15:00:00,3.0,71.46,0.0,0.07,37.5,0.3,12.79,62.97,0.0
1754755200,2025-08-09 16:00:00,3.0,70.27,0.0,0.07,37.33,0.31,12.31,60.58,0.0
1754758800,2025-08-09 17:00:00,3.0,69.84,0.0,0.07,37.49,0.31,11.46,55.81,0.0
1754762400,2025-08-09 18:00:00,3.0,69.21,0.0,0.07,37.68,0.31,10.71,51.12,0.0
1754766000,2025-08-09 19:00:00,2.0,68.44,0.0,0.07,37.78,0.31,10.11,46.28,0.0
1754769600,2025-08-09 20:00:00,2.0,68.22,0.0,0.07,37.89,0.31,9.6,42.4,0.0
1754773200,2025-08-09 21:00:00,2.0,68.66,0.0,0.07,38.01,0.31,9.08,39.26,0.0
1754776800,2025-08-09 22:00:00,2.0,69.65,0.0,0.07,38.09,0.3,8.62,37.27,0.0
1754780400,2025-08-09 23:00:00,2.0,70.69,0.0,0.07,38.12,0.29,8.4,36.09,0.0
1754784000,2025-08-10 00:00:00,2.0,71.37,0.0,0.07,38.07,0.29,8.44,35.34,0.0
1754787600,2025-08-10 01:00:00,2.0,71.69,0.0,0.07,38.02,0.28,8.65,34.27,0.0
1754791200,2025-08-10 02:00:00,2.0,71.42,0.0,0.07,37.78,0.28,8.95,33.13,0.0
1754794800,2025-08-10 03:00:00,2.0,71.18,0.0,0.07,37.61,0.27,9.22,32.63,0.0
1754798400,2025-08-10 04:00:00,2.0,71.26,0.01,0.06,37.52,0.26,9.51,32.88,0.0
1754802000,2025-08-10 05:00:00,2.0,71.16,0.01,0.05,37.38,0.26,10.13,35.14,0.0
1754805600,2025-08-10 06:00:00,2.0,71.47,0.01,0.05,37.15,0.27,10.78,38.08,0.0
1754809200,2025-08-10 07:00:00,2.0,72.4,0.01,0.04,36.85,0.27,11.28,41.08,0.0
1754812800,2025-08-10 08:00:00,2.0,73.37,0.01,0.04,36.57,0.26,11.54,43.7,0.0
1754816400,2025-08-10 09:00:00,2.0,74.13,0.01,0.04,36.21,0.26,11.72,46.11,0.0
1754820000,2025-08-10 10:00:00,2.0,74.44,0.01,0.04,36.08,0.26,11.91,49.07,0.0
1754823600,2025-08-10 11:00:00,3.0,74.32,0.01,0.04,36.07,0.27,11.98,51.99,0.0
1754827200,2025-08-10 12:00:00,3.0,73.35,0.01,0.05,36.19,0.28,12.2,54.43,0.0
1754830800,2025-08-10 13:00:00,3.0,72.3,0.01,0.06,36.48,0.29,12.38,55.76,0.0
1754834400,2025-08-10 14:00:00,3.0,71.47,0.0,0.07,36.72,0.3,12.12,53.98,0.0
1754838000,2025-08-10 15:00:00,2.0,71.15,0.0,0.07,37.11,0.29,11.52,49.86,0.0
1754841600,2025-08-10 16:00:00,2.0,71.56,0.0,0.07,37.41,0.28,10.78,44.49,0.0
1754845200,2025-08-10 17:00:00,2.0,72.3,0.0,0.07,37.79,0.28,10.14,40.6,0.0
1754848800,2025-08-10 18:00:00,2.0,72.54,0.0,0.07,38.19,0.3,9.66,38.85,0.0
1754852400,2025-08-10 19:00:00,2.0,72.68,0.0,0.07,38.46,0.3,9.19,37.38,0.0
1754856000,2025-08-10 20:00:00,2.0,72.98,0.0,0.07,38.7,0.3,8.71,35.77,0.0
1754859600,2025-08-10 21:00:00,2.0,73.66,0.0,0.07,38.91,0.3,8.31,34.21,0.0
1754863200,2025-08-10 22:00:00,2.0,74.58,0.0,0.06,39.17,0.29,7.99,32.05,0.0
1754866800,2025-08-10 23:00:00,2.0,75.3,0.0,0.06,39.42,0.28,7.87,29.75,0.0
1754870400,2025-08-11 00:00:00,2.0,76.07,0.0,0.06,39.67,0.27,7.97,28.4,0.0
1754874000,2025-08-11 01:00:00,2.0,76.64,0.0,0.06,39.92,0.28,8.27,29.02,0.0
1754877600,2025-08-11 02:00:00,2.0,77.33,0.0,0.07,40.1,0.29,8.69,30.59,0.0
1754881200,2025-08-11 03:00:00,2.0,78.37,0.0,0.07,40.25,0.29,8.89,31.1,0.0
1754884800,2025-08-11 04:00:00,2.0,79.32,0.01,0.06,40.28,0.29,9.03,31.87,0.0
1754888400,2025-08-11 05:00:00,2.0,80.06,0.01,0.05,40.07,0.31,9.45,34.6,0.0
1754892000,2025-08-11 06:00:00,2.0,80.16,0.01,0.04,39.54,0.32,10.09,38.89,0.0
1754895600,2025-08-11 07:00:00,2.0,79.75,0.01,0.04,38.61,0.33,10.83,43.73,0.0
1754899200,2025-08-11 08:00:00,2.0,79.13,0.01,0.04,37.58,0.33,11.33,47.11,0.0
1754902800,2025-08-11 09:00:00,2.0,78.09,0.01,0.04,36.7,0.33,11.6,48.99,0.0
1754906400,2025-08-11 10:00:00,3.0,76.84,0.01,0.04,36.01,0.33,11.72,50.07,0.0
1754910000,2025-08-11 11:00:00,2.0,75.2,0.01,0.04,35.74,0.33,11.53,49.81,0.0
1754913600,2025-08-11 12:00:00,2.0,73.71,0.01,0.05,35.8,0.34,11.15,48.74,0.0
1754917200,2025-08-11 13:00:00,2.0,73.28,0.0,0.07,36.29,0.35,10.65,46.97,0.0
1754920800,2025-08-11 14:00:00,2.0,73.82,0.0,0.08,36.85,0.35,10.12,44.73,0.0
1754924400,2025-08-11 15:00:00,2.0,74.7,0.0,0.08,37.24,0.35,9.65,42.63,0.0
1754928000,2025-08-11 16:00:00,2.0,75.57,0.0,0.08,37.46,0.35,9.26,40.87,0.0
1754931600,2025-08-11 17:00:00,2.0,76.24,0.0,0.08,37.53,0.35,9.23,40.79,0.0
1754935200,2025-08-11 18:00:00,2.0,76.46,0.0,0.08,37.48,0.36,9.57,42.82,0.0
1754938800,2025-08-11 19:00:00,2.0,75.93,0.0,0.08,37.2,0.38,10.25,45.02,0.0
1754942400,2025-08-11 20:00:00,2.0,75.34,0.0,0.08,36.87,0.4,11.07,47.55,0.0
1754946000,2025-08-11 21:00:00,2.0,75.22,0.0,0.09,36.56,0.4,11.52,48.88,0.0
1754949600,2025-08-11 22:00:00,2.0,75.88,0.0,0.08,36.48,0.4,11.37,47.44,0.0
1754953200,2025-08-11 23:00:00,2.0,77.03,0.0,0.08,36.71,0.39,10.92,45.65,0.0
1754956800,2025-08-12 00:00:00,2.0,77.91,0.0,0.08,37.08,0.38,10.77,45.73,0.0
1754960400,2025-08-12 01:00:00,2.0,78.14,0.0,0.08,37.44,0.39,11.33,49.15,0.0
1754964000,2025-08-12 02:00:00,3.0,77.05,0.0,0.08,37.0,0.41,12.65,55.73,0.0
1754967600,2025-08-12 03:00:00,3.0,75.49,0.0,0.08,36.34,0.44,13.79,61.74,0.0
1754971200,2025-08-12 04:00:00,3.0,74.42,0.01,0.08,36.05,0.44,14.18,63.61,0.0
1754974800,2025-08-12 05:00:00,3.0,74.3,0.01,0.07,36.31,0.43,14.09,63.45,0.0
1754978400,2025-08-12 06:00:00,3.0,74.56,0.01,0.06,36.78,0.42,13.75,62.49,0.0
1754982000,2025-08-12 07:00:00,3.0,74.82,0.01,0.05,37.04,0.41,13.4,61.93,0.0
1754985600,2025-08-12 08:00:00,3.0,74.34,0.01,0.05,36.88,0.42,13.27,61.99,0.0
1754989200,2025-08-12 09:00:00,3.0,73.37,0.01,0.05,36.42,0.43,13.33,62.4,0.0
1754992800,2025-08-12 10:00:00,3.0,72.87,0.01,0.05,36.19,0.44,13.44,62.63,0.0
1754996400,2025-08-12 11:00:00,3.0,72.93,0.01,0.06,36.29,0.44,13.32,61.44,0.0
1755000000,2025-08-12 12:00:00,3.0,73.53,0.01,0.06,36.6,0.44,13.1,59.69,0.0
1755003600,2025-08-12 13:00:00,3.0,74.02,0.01,0.08,36.97,0.44,13.14,59.12,0.0
1755007200,2025-08-12 14:00:00,3.0,73.71,0.0,0.1,37.27,0.44,13.29,59.16,0.0
1755010800,2025-08-12 15:00:00,3.0,73.11,0.0,0.1,37.51,0.45,13.53,59.89,0.0
1755014400,2025-08-12 16:00:00,3.0,72.94,0.0,0.11,37.77,0.46,13.72,60.74,0.0
1755018000,2025-08-12 17:00:00,3.0,73.35,0.0,0.11,38.16,0.45,13.66,60.43,0.0
1755021600,2025-08-12 18:00:00,3.0,74.22,0.0,0.11,38.47,0.45,13.7,60.56,0.0
1755025200,2025-08-12 19:00:00,3.0,74.55,0.0,0.11,38.6,0.45,14.22,61.85,0.0
